"gene","pathway"
"KDR","DOID.1319"
"L1CAM","DOID.1319"
"STS","DOID.1319"
"MAPT","DOID.1319"
"MATK","DOID.1319"
"MCM3","DOID.1319"
"MGMT","DOID.1319"
"ACHE","DOID.1319"
"MMP9","DOID.1319"
"MMP14","DOID.1319"
"MSH2","DOID.1319"
"MYCN","DOID.1319"
"NCAM1","DOID.1319"
"ATM","DOID.1319"
"SEPT2","DOID.1319"
"PTGS2","DOID.1319"
"RAC1","DOID.1319"
"RAC2","DOID.1319"
"RAC3","DOID.1319"
"RB1","DOID.1319"
"CXCL12","DOID.1319"
"CAT","DOID.1319"
"PROM1","DOID.1319"
"APLN","DOID.1319"
"BASP1","DOID.13501"
"PLXND1","DOID.13501"
"HOXA1","DOID.13501"
"PRMT5","DOID.3308"
"EMB","DOID.3308"
"DNMT1","DOID.3308"
"EGFR","DOID.3308"
"ERF","DOID.3308"
"PDS5B","DOID.3308"
"DNMT3L","DOID.3308"
"HDAC1","DOID.3308"
"SOX8","DOID.3308"
"MIR302B","DOID.3308"
"NOTCH1","DOID.3308"
"PODXL","DOID.3308"
"POU5F1","DOID.3308"
"MOK","DOID.3308"
"PRDM1","DOID.3308"
"SOX17","DOID.3308"
"SOX2","DOID.3308"
"ZNF202","DOID.3308"
"NRIP1","DOID.3308"
"UTF1","DOID.3308"
"CCND2","DOID.3308"
"PRMT5","DOID.2998"
"XPA","DOID.2998"
"WDR77","DOID.2998"
"CDIPT","DOID.13372"
"IL10","DOID.13372"
"SERPINA1","DOID.13372"
"TNF","DOID.13372"
"CD52","DOID.9080"
"ITGA4","DOID.9080"
"KIT","DOID.9080"
"CXCL12","DOID.9080"
"CDX1","DOID.8929"
"CDX2","DOID.8929"
"FAS","DOID.8929"
"IL1B","DOID.8929"
"IL1RN","DOID.8929"
"IL2","DOID.8929"
"FASLG","DOID.8929"
"IL4R","DOID.8929"
"AREG","DOID.8929"
"SHH","DOID.8929"
"CDX2","DOID.1996"
"CD55","DOID.1996"
"MMP9","DOID.1996"
"BAX","DOID.1996"
"BCL2","DOID.1996"
"WT1","DOID.1996"
"ADGRE5","DOID.1996"
"CDX2","DOID.4926"
"KRAS","DOID.4926"
"LGALS3","DOID.4926"
"MUC1","DOID.4926"
"CDX2","DOID.7024"
"MUC2","DOID.7024"
"CDX2","DOID.4552"
"KRAS","DOID.4552"
"TGFBR2","DOID.4552"
"MUC16","DOID.4552"
"ECI2","DOID.12449"
"CSF2","DOID.12449"
"CSF2RA","DOID.12449"
"CSF3R","DOID.12449"
"CTLA4","DOID.12449"
"CYP1A1","DOID.12449"
"CYP3A4","DOID.12449"
"CD55","DOID.12449"
"HBFQTL4","DOID.12449"
"NQO1","DOID.12449"
"EPHX1","DOID.12449"
"EPO","DOID.12449"
"MTOR","DOID.12449"
"GATA1","DOID.12449"
"GATA2","DOID.12449"
"GATA3","DOID.12449"
"TINF2","DOID.12449"
"GSTM1","DOID.12449"
"GSTP1","DOID.12449"
"GSTT1","DOID.12449"
"TBX21","DOID.12449"
"HFE","DOID.12449"
"HLA-A","DOID.12449"
"HLA-B","DOID.12449"
"HLA-DQA1","DOID.12449"
"HLA-DQB1","DOID.12449"
"HLA-DRB1","DOID.12449"
"IFNG","DOID.12449"
"FASLG","DOID.12449"
"IL10","DOID.12449"
"IL12A","DOID.12449"
"IL12B","DOID.12449"
"ITGA2B","DOID.12449"
"ITGB3","DOID.12449"
"LGALS9","DOID.12449"
"KITLG","DOID.12449"
"MSN","DOID.12449"
"NFATC2","DOID.12449"
"NOS2","DOID.12449"
"FOXP3","DOID.12449"
"SBDS","DOID.12449"
"PIGA","DOID.12449"
"GAR1","DOID.12449"
"PRKCE","DOID.12449"
"RMRP","DOID.12449"
"RPS6","DOID.12449"
"TRB","DOID.12449"
"TERC","DOID.12449"
"TERT","DOID.12449"
"THPO","DOID.12449"
"TNF","DOID.12449"
"TP53","DOID.12449"
"WT1","DOID.12449"
"CD28","DOID.12449"
"CD59","DOID.12449"
"ECI2","DOID.2355"
"SEC23B","DOID.2355"
"CEBPD","DOID.2355"
"SLC19A2","DOID.2355"
"ADAMTS13","DOID.2355"
"CHEK1","DOID.2355"
"CR1","DOID.2355"
"SIRPA","DOID.2355"
"PARP1","DOID.2355"
"CSF2","DOID.2355"
"CSF2RA","DOID.2355"
"CSF3R","DOID.2355"
"CDAN1","DOID.2355"
"CTLA4","DOID.2355"
"CYP1A1","DOID.2355"
"CYP3A4","DOID.2355"
"CD55","DOID.2355"
"ACE","DOID.2355"
"TMPRSS6","DOID.2355"
"SLEH1","DOID.2355"
"ASXL1","DOID.2355"
"HBFQTL4","DOID.2355"
"DHFR","DOID.2355"
"NQO1","DOID.2355"
"EGR1","DOID.2355"
"EPHX1","DOID.2355"
"EPO","DOID.2355"
"EPOR","DOID.2355"
"ERCC4","DOID.2355"
"ALAS1","DOID.2355"
"ALAS2","DOID.2355"
"ALB","DOID.2355"
"F5","DOID.2355"
"FABP1","DOID.2355"
"FANCA","DOID.2355"
"FANCC","DOID.2355"
"FANCD2","DOID.2355"
"FANCE","DOID.2355"
"FANCB","DOID.2355"
"FANCG","DOID.2355"
"ABCB7","DOID.2355"
"FGF2","DOID.2355"
"FXN","DOID.2355"
"MTOR","DOID.2355"
"FTL","DOID.2355"
"ACKR1","DOID.2355"
"G6PC","DOID.2355"
"G6PD","DOID.2355"
"GANC","DOID.2355"
"GATA1","DOID.2355"
"GATA2","DOID.2355"
"GATA3","DOID.2355"
"TINF2","DOID.2355"
"GIF","DOID.2355"
"ZBTB32","DOID.2355"
"GPI","DOID.2355"
"FLVCR1","DOID.2355"
"UBE2T","DOID.2355"
"GSTM1","DOID.2355"
"GSTP1","DOID.2355"
"GSTT1","DOID.2355"
"GYPA","DOID.2355"
"TBX21","DOID.2355"
"SLC40A1","DOID.2355"
"HBA1","DOID.2355"
"HBA2","DOID.2355"
"HBB","DOID.2355"
"HBE1","DOID.2355"
"HBG2","DOID.2355"
"HFE","DOID.2355"
"HLA-A","DOID.2355"
"HLA-B","DOID.2355"
"HLA-DQA1","DOID.2355"
"HLA-DQB1","DOID.2355"
"HLA-DRB1","DOID.2355"
"HLA-E","DOID.2355"
"HES1","DOID.2355"
"HSP90AA1","DOID.2355"
"ICAM1","DOID.2355"
"IFNG","DOID.2355"
"IGF1","DOID.2355"
"IGF1R","DOID.2355"
"IGFBP3","DOID.2355"
"IL1B","DOID.2355"
"FASLG","DOID.2355"
"IL6","DOID.2355"
"CXCL8","DOID.2355"
"IL10","DOID.2355"
"IL12A","DOID.2355"
"IL12B","DOID.2355"
"IL12RB1","DOID.2355"
"AQP3","DOID.2355"
"IL18","DOID.2355"
"ITGA2B","DOID.2355"
"ITGB3","DOID.2355"
"ITPA","DOID.2355"
"JAK2","DOID.2355"
"LCN2","DOID.2355"
"LEP","DOID.2355"
"LGALS9","DOID.2355"
"LTF","DOID.2355"
"BCAM","DOID.2355"
"MBL2","DOID.2355"
"MDK","DOID.2355"
"KITLG","DOID.2355"
"MIF","DOID.2355"
"MPL","DOID.2355"
"MPO","DOID.2355"
"MSN","DOID.2355"
"MTHFR","DOID.2355"
"MVK","DOID.2355"
"NBN","DOID.2355"
"ATM","DOID.2355"
"NFATC2","DOID.2355"
"ACO1","DOID.2355"
"NOS2","DOID.2355"
"NPM1","DOID.2355"
"NPPB","DOID.2355"
"SLC11A2","DOID.2355"
"FOXP3","DOID.2355"
"SBDS","DOID.2355"
"GLRX5","DOID.2355"
"NT5C3A","DOID.2355"
"TLR8","DOID.2355"
"PGAM1","DOID.2355"
"PIGA","DOID.2355"
"PKLR","DOID.2355"
"BCL11A","DOID.2355"
"TLR9","DOID.2355"
"GAR1","DOID.2355"
"PON1","DOID.2355"
"ATR","DOID.2355"
"UGT1A1","DOID.2355"
"TET2","DOID.2355"
"FANCL","DOID.2355"
"FANCI","DOID.2355"
"PRKCE","DOID.2355"
"EIF2AK2","DOID.2355"
"RAD18","DOID.2355"
"FANCM","DOID.2355"
"PTPN6","DOID.2355"
"HAMP","DOID.2355"
"REN","DOID.2355"
"RMRP","DOID.2355"
"RPL5","DOID.2355"
"RPL11","DOID.2355"
"RPL35A","DOID.2355"
"RPS6","DOID.2355"
"RPS17","DOID.2355"
"RPS19","DOID.2355"
"RPS24","DOID.2355"
"CLEC11A","DOID.2355"
"CCL5","DOID.2355"
"SLC28A3","DOID.2355"
"SLC2A1","DOID.2355"
"SLC4A1","DOID.2355"
"SLC11A1","DOID.2355"
"SPTA1","DOID.2355"
"SPTAN1","DOID.2355"
"BRCA2","DOID.2355"
"STIM1","DOID.2355"
"ZEB1","DOID.2355"
"TCN2","DOID.2355"
"TRB","DOID.2355"
"TERC","DOID.2355"
"TERT","DOID.2355"
"TFRC","DOID.2355"
"TGFB1","DOID.2355"
"THPO","DOID.2355"
"TLR4","DOID.2355"
"TNF","DOID.2355"
"TNFRSF1A","DOID.2355"
"TNFRSF1B","DOID.2355"
"TNNI1","DOID.2355"
"TNNT2","DOID.2355"
"TP53","DOID.2355"
"TP73","DOID.2355"
"UGT2B7","DOID.2355"
"USP1","DOID.2355"
"VCAM1","DOID.2355"
"VDR","DOID.2355"
"VEGFA","DOID.2355"
"WT1","DOID.2355"
"XPO1","DOID.2355"
"CA1","DOID.2355"
"CA2","DOID.2355"
"IPO4","DOID.2355"
"PALB2","DOID.2355"
"PUS1","DOID.2355"
"AMN","DOID.2355"
"CAPN1","DOID.2355"
"BRIP1","DOID.2355"
"DYRK3","DOID.2355"
"SLX4","DOID.2355"
NA,"DOID.2355"
"COX4I2","DOID.2355"
"RUNX1","DOID.2355"
"CBL","DOID.2355"
"TNFSF10","DOID.2355"
"CD1A","DOID.2355"
"CD1B","DOID.2355"
"CD1C","DOID.2355"
"FAAP24","DOID.2355"
"CD28","DOID.2355"
"FTMT","DOID.2355"
"CD34","DOID.2355"
"CD38","DOID.2355"
"H6PD","DOID.2355"
"CD47","DOID.2355"
"CD59","DOID.2355"
"CDC42","DOID.2355"
"HAX1","DOID.1227"
"MASP2","DOID.1227"
"ABCC2","DOID.1227"
"CSF3","DOID.1227"
"CSF3R","DOID.1227"
"VPS13B","DOID.1227"
"DCK","DOID.1227"
"ELANE","DOID.1227"
"FCGR3A","DOID.1227"
"GFI1","DOID.1227"
"SLCO1B3","DOID.1227"
"HLA-DQB1","DOID.1227"
"BIRC5","DOID.1227"
"IFNG","DOID.1227"
"IL6","DOID.1227"
"IL10","DOID.1227"
"ITPA","DOID.1227"
"KRAS","DOID.1227"
"MBL2","DOID.1227"
"NRAS","DOID.1227"
"LEF1","DOID.1227"
"TLR7","DOID.1227"
"TLR8","DOID.1227"
"UGT1A1","DOID.1227"
"BCL2","DOID.1227"
"TGFB1","DOID.1227"
"TNF","DOID.1227"
"WAS","DOID.1227"
"USB1","DOID.1227"
"CAMP","DOID.1227"
"AP3B1","DOID.1227"
"G6PC3","DOID.1227"
"RECQL4","DOID.1227"
"MERTK","DOID.12556"
"PARP1","DOID.12556"
"SLC6A19","DOID.12556"
"IL6R","DOID.12556"
"IL6ST","DOID.12556"
"L1CAM","DOID.12556"
"AXL","DOID.12556"
"TYRO3","DOID.12556"
"MERTK","DOID.8501"
"PRPH2","DOID.8501"
"RLBP1","DOID.8501"
"RPE65","DOID.8501"
"SFRP1","DOID.8501"
"PIBF1","DOID.9667"
"AGT","DOID.9667"
"F3","DOID.9667"
"F5","DOID.9667"
"IL1RN","DOID.9667"
"IL10","DOID.9667"
"MT3","DOID.9667"
"MTHFD1","DOID.9667"
"MTHFR","DOID.9667"
"MTRR","DOID.9667"
"NOS3","DOID.9667"
"PROC","DOID.9667"
"BHMT","DOID.9667"
"SLC19A1","DOID.9667"
"FST","DOID.9884"
"COL6A1","DOID.9884"
"COL6A2","DOID.9884"
"COL6A3","DOID.9884"
"SPATA18","DOID.9884"
"CRYM","DOID.9884"
"CTGF","DOID.9884"
"DAG1","DOID.9884"
"DMD","DOID.9884"
"DTNA","DOID.9884"
"EMD","DOID.9884"
"ANO5","DOID.9884"
"FKTN","DOID.9884"
"FHL1","DOID.9884"
"DUX4L1","DOID.9884"
"TRIM32","DOID.9884"
"SYNE2","DOID.9884"
"SYNM","DOID.9884"
"SYNE1","DOID.9884"
"OBSL1","DOID.9884"
"FRG1","DOID.9884"
"FSHMD1A","DOID.9884"
"PAMR1","DOID.9884"
"MSTN","DOID.9884"
"GPC1","DOID.9884"
"CAVIN1","DOID.9884"
"NR3C1","DOID.9884"
"SLC25A4","DOID.9884"
"POMT2","DOID.9884"
"HLA-A","DOID.9884"
"HLA-B","DOID.9884"
"HNRNPA1","DOID.9884"
"HNRNPA2B1","DOID.9884"
"DNAJA1","DOID.9884"
"HSPG2","DOID.9884"
"ITGA7","DOID.9884"
"ITPR1","DOID.9884"
"LAMA2","DOID.9884"
"LMNA","DOID.9884"
"MMP2","DOID.9884"
"FRG2","DOID.9884"
"MYF5","DOID.9884"
"PLEC","DOID.9884"
"SYTL2","DOID.9884"
"SELENON","DOID.9884"
"RAB27A","DOID.9884"
"BCL2","DOID.9884"
"SGCA","DOID.9884"
"SGCB","DOID.9884"
"SGCD","DOID.9884"
"SGCG","DOID.9884"
"SHOX","DOID.9884"
"SMN1","DOID.9884"
"SPP1","DOID.9884"
"TGM2","DOID.9884"
"TIMP1","DOID.9884"
"TTN","DOID.9884"
"PABPC1P2","DOID.9884"
"UTRN","DOID.9884"
"VCP","DOID.9884"
"VEGFA","DOID.9884"
"VWF","DOID.9884"
"FKRP","DOID.9884"
"SSPN","DOID.9884"
"FXR1","DOID.9884"
"PABPN1","DOID.9884"
"SYNC","DOID.9884"
"CAPN1","DOID.9884"
"CAPN2","DOID.9884"
"CAPN3","DOID.9884"
"DYSF","DOID.9884"
"DTNBP1","DOID.9884"
"CAV3","DOID.9884"
"CFLAR","DOID.9884"
"PROM1","DOID.9884"
"YTHDC1","DOID.9884"
"MYOT","DOID.9884"
"BAG3","DOID.9884"
"SDC3","DOID.9884"
"BCLAF1","DOID.9884"
"SLC9A6","DOID.1932"
"GABRA1","DOID.1932"
"GABRA3","DOID.1932"
"GABRA5","DOID.1932"
"GABRB2","DOID.1932"
"ASPM","DOID.1932"
"MECP2","DOID.1932"
"RNF2","DOID.1932"
"UBE3A","DOID.1932"
"CEACAM5","DOID.234"
"PTP4A3","DOID.234"
"DNMT3B","DOID.234"
"ALDH1B1","DOID.234"
"FLT1","DOID.234"
"APOA1","DOID.234"
"ITGA6","DOID.234"
"ITGB4","DOID.234"
"KRAS","DOID.234"
"KRT7","DOID.234"
"LGALS4","DOID.234"
"MCM2","DOID.234"
"MUTYH","DOID.234"
"PMP22","DOID.234"
"PTGS2","DOID.234"
"PPM1H","DOID.234"
"BCHE","DOID.234"
"CCND1","DOID.234"
"SHH","DOID.234"
"ST6GAL1","DOID.234"
"SLC4A1","DOID.234"
"STAT5A","DOID.234"
"PTP4A1","DOID.234"
"PTP4A2","DOID.234"
"CALR","DOID.234"
"CAV1","DOID.234"
"TNFSF10","DOID.234"
"NRP1","DOID.234"
"CEACAM5","DOID.1993"
"APOE","DOID.1993"
"KRAS","DOID.1993"
"MMP7","DOID.1993"
"MTHFR","DOID.1993"
"PTGS2","DOID.1993"
"BCL2","DOID.1993"
"CXCL12","DOID.1993"
"CASP3","DOID.1993"
"WISP1","DOID.1993"
"SEC23B","DOID.1338"
"CDAN1","DOID.1338"
"GANC","DOID.1338"
"GATA1","DOID.1338"
NA,"DOID.7319"
"TBCB","DOID.7319"
"LMNA","DOID.7319"
"MPZ","DOID.7319"
"ATL1","DOID.7319"
"PLP1","DOID.7319"
"TDP1","DOID.7319"
"TRPV4","DOID.7319"
"TNF","DOID.7319"
"TNFRSF1A","DOID.7319"
"VIM","DOID.7319"
"CACNA1A","DOID.7319"
"GAN","DOID.7319"
"MFN2","DOID.7319"
"CRTAP","DOID.12347"
"COL1A1","DOID.12347"
"COL1A2","DOID.12347"
"PPIB","DOID.12347"
"FKBP10","DOID.12347"
"P3H1","DOID.12347"
"CRTAP","DOID.65"
"CEBPB","DOID.65"
"ACE","DOID.65"
"HLA-DRB4","DOID.65"
"MMP1","DOID.65"
"SNRNP70","DOID.65"
"TRB","DOID.65"
"VDAC1","DOID.65"
"PLOD3","DOID.65"
"SYNCRIP","DOID.12377"
"DDX20","DOID.12377"
"DPP6","DOID.12377"
"KDSR","DOID.12377"
"GARS","DOID.12377"
"GDNF","DOID.12377"
"HSPG2","DOID.12377"
"IGHMBP2","DOID.12377"
"NAIP","DOID.12377"
NA,"DOID.12377"
"GEMIN4","DOID.12377"
"PLS3","DOID.12377"
"TRPV4","DOID.12377"
"TRA2B","DOID.12377"
"LOC647859","DOID.12377"
"SMN1","DOID.12377"
"SMN2","DOID.12377"
"SNCA","DOID.12377"
"TK2","DOID.12377"
"UBA1","DOID.12377"
"VRK1","DOID.12377"
"GEMIN2","DOID.12377"
"NOLC1","DOID.12377"
"SCO2","DOID.12377"
"SYNCRIP","DOID.767"
"DDX20","DOID.767"
"DMD","DOID.767"
"DPP6","DOID.767"
"EMD","DOID.767"
"KDSR","DOID.767"
"GARS","DOID.767"
"GDNF","DOID.767"
"GSN","DOID.767"
"HSPG2","DOID.767"
"IGF1","DOID.767"
"IGHMBP2","DOID.767"
"IL15","DOID.767"
"AR","DOID.767"
"JUND","DOID.767"
"LMNA","DOID.767"
"MPZ","DOID.767"
"TRNS1","DOID.767"
"MUSK","DOID.767"
"MYOG","DOID.767"
"NAIP","DOID.767"
"NFKB1","DOID.767"
"GEMIN4","DOID.767"
"PLS3","DOID.767"
"EIF2AK2","DOID.767"
"TRPV4","DOID.767"
"TRA2B","DOID.767"
"LOC647859","DOID.767"
"SMN1","DOID.767"
"SMN2","DOID.767"
"SNCA","DOID.767"
"SOD1","DOID.767"
"TGFB1","DOID.767"
"TGFBR2","DOID.767"
"TK2","DOID.767"
"TNF","DOID.767"
"TPM2","DOID.767"
"UBA1","DOID.767"
"UCP3","DOID.767"
"VRK1","DOID.767"
"RAB7A","DOID.767"
"CAST","DOID.767"
"GEMIN2","DOID.767"
"CBLB","DOID.767"
"NOLC1","DOID.767"
"BCLAF1","DOID.767"
"SCO2","DOID.767"
"CEBPA","DOID.5603"
"CXCL8","DOID.5603"
"MYB","DOID.5603"
"BMI1","DOID.5603"
"CEBPA","DOID.615"
"ABCC2","DOID.615"
"ERCC1","DOID.615"
"SLCO1B3","DOID.615"
"FAS","DOID.615"
"TPMT","DOID.615"
"CEBPA","DOID.8632"
"ICAM1","DOID.8632"
"ID1","DOID.8632"
"IFNGR1","DOID.8632"
"IGF2R","DOID.8632"
"RBPJ","DOID.8632"
"IL4","DOID.8632"
"IL6","DOID.8632"
"CXCL8","DOID.8632"
"LRP1","DOID.8632"
"LYN","DOID.8632"
"MKI67","DOID.8632"
"MMP2","DOID.8632"
"MYC","DOID.8632"
"OSM","DOID.8632"
"PAX2","DOID.8632"
"PCBP1","DOID.8632"
"BACH1","DOID.8632"
"RPS6KB1","DOID.8632"
"MBD2","DOID.8632"
"SEMA4F","DOID.4428"
"DYX3","DOID.4428"
"DNAAF4","DOID.4428"
"GRIN2B","DOID.4428"
"DYX8","DOID.4428"
"OTX1","DOID.4428"
"PCSK6","DOID.4428"
"DCDC2","DOID.4428"
"GCFC2","DOID.4428"
"MRPL19","DOID.4428"
"KIAA0319","DOID.4428"
"SEMA4F","DOID.962"
"UHMK1","DOID.962"
"EGFR","DOID.962"
"TNC","DOID.962"
"CYR61","DOID.962"
"NF1","DOID.962"
"NOV","DOID.962"
"SOX9","DOID.962"
"TNXB","DOID.962"
"TP53","DOID.962"
"WISP2","DOID.962"
"WISP1","DOID.962"
"CEBPB","DOID.200"
"CLU","DOID.200"
"COL6A3","DOID.200"
"CSF1","DOID.200"
"CTNNB1","DOID.200"
"BIRC5","DOID.200"
"MET","DOID.200"
"MMP13","DOID.200"
"PTGS2","DOID.200"
"CCND1","DOID.200"
"SRC","DOID.200"
"BSG","DOID.200"
"TP53","DOID.200"
"UCHL1","DOID.200"
"TP63","DOID.200"
"CCNA2","DOID.200"
"CD14","DOID.200"
"CD33","DOID.200"
"CEBPB","DOID.4305"
"CTNNB1","DOID.4305"
"BIRC5","DOID.4305"
"MET","DOID.4305"
"MMP13","DOID.4305"
"PTGS2","DOID.4305"
"CCND1","DOID.4305"
"TP53","DOID.4305"
"TP63","DOID.4305"
"CD14","DOID.4305"
"CD33","DOID.4305"
"FBLN5","DOID.3144"
"ELN","DOID.3144"
"ATP6V0A2","DOID.3144"
"RIN2","DOID.3144"
"PYCR1","DOID.3144"
"FBLN5","DOID.3627"
"HPSE","DOID.3627"
"CCR5","DOID.3627"
"CRP","DOID.3627"
"ACE","DOID.3627"
"AGT","DOID.3627"
"AGTR1","DOID.3627"
"EGR1","DOID.3627"
"FN1","DOID.3627"
"KLF15","DOID.3627"
"GZMB","DOID.3627"
"HSPB1","DOID.3627"
"APOA1","DOID.3627"
"APOB","DOID.3627"
"APOE","DOID.3627"
"IL2RA","DOID.3627"
"CXCL8","DOID.3627"
"ITGA5","DOID.3627"
"ABCC6","DOID.3627"
"ITGB1","DOID.3627"
"LEP","DOID.3627"
"MMP2","DOID.3627"
"MMP8","DOID.3627"
"MMP9","DOID.3627"
"MMP10","DOID.3627"
"MTHFR","DOID.3627"
"NOS3","DOID.3627"
"TNFRSF11B","DOID.3627"
"PRDX1","DOID.3627"
"SERPINA5","DOID.3627"
"PF4","DOID.3627"
"PLAT","DOID.3627"
"PPARG","DOID.3627"
"PRF1","DOID.3627"
"PRKCB","DOID.3627"
"PRKCD","DOID.3627"
"APOM","DOID.3627"
"PROC","DOID.3627"
"PTGS2","DOID.3627"
"ACTA2","DOID.3627"
"CCL22","DOID.3627"
"XYLT1","DOID.3627"
"TGFBR1","DOID.3627"
"TGFBR2","DOID.3627"
"TIMP1","DOID.3627"
"TIMP2","DOID.3627"
"CAPN2","DOID.3627"
"PLA2G10","DOID.3627"
"LTBP4","DOID.3627"
"ADIPOQ","DOID.3627"
"CD44","DOID.3627"
"CD59","DOID.3627"
"FBLN5","DOID.7693"
"HPSE","DOID.7693"
"CCR5","DOID.7693"
"CRP","DOID.7693"
"ACE","DOID.7693"
"AGT","DOID.7693"
"AGTR1","DOID.7693"
"EGR1","DOID.7693"
"GZMB","DOID.7693"
"APOA1","DOID.7693"
"APOB","DOID.7693"
"APOE","DOID.7693"
"IGKC","DOID.7693"
"IL2RA","DOID.7693"
"IL6","DOID.7693"
"CXCL8","DOID.7693"
"IL10","DOID.7693"
"ABCC6","DOID.7693"
"LEP","DOID.7693"
"MIF","DOID.7693"
"MMP2","DOID.7693"
"MMP8","DOID.7693"
"MMP9","DOID.7693"
"MMP10","DOID.7693"
"MTHFR","DOID.7693"
"NOS3","DOID.7693"
"TNFRSF11B","DOID.7693"
"PRDX1","DOID.7693"
"SERPINA5","DOID.7693"
"PF4","DOID.7693"
"PLAT","DOID.7693"
"PPARG","DOID.7693"
"PRF1","DOID.7693"
"PRKCD","DOID.7693"
"APOM","DOID.7693"
"PROC","DOID.7693"
"RETN","DOID.7693"
"PTGS2","DOID.7693"
"CCL22","DOID.7693"
"CX3CL1","DOID.7693"
"XYLT1","DOID.7693"
"TGFBR1","DOID.7693"
"TGFBR2","DOID.7693"
"TIMP1","DOID.7693"
"PLA2G10","DOID.7693"
"LTBP4","DOID.7693"
"ADIPOQ","DOID.7693"
"CD44","DOID.7693"
"CD59","DOID.7693"
"HYOU1","DOID.3021"
"HSPA1A","DOID.3021"
"IL10","DOID.3021"
"NEBL","DOID.12929"
"MYH7","DOID.12929"
"CEBPG","DOID.3904"
"PROCR","DOID.2452"
"ITGAM","DOID.2452"
"ITGB2","DOID.2452"
"JAK2","DOID.2452"
"MTHFR","DOID.2452"
"SERPINE1","DOID.2452"
"AGPAT2","DOID.811"
"CRABP2","DOID.811"
"DIO2","DOID.811"
"SLC29A1","DOID.811"
"LPIN1","DOID.811"
"BSCL2","DOID.811"
"CAVIN1","DOID.811"
"HLA-B","DOID.811"
"SLC29A2","DOID.811"
"IFNG","DOID.811"
"FAS","DOID.811"
"IL6","DOID.811"
"CXCL8","DOID.811"
"IL18","DOID.811"
"LEP","DOID.811"
"LMNA","DOID.811"
"NEDD8","DOID.811"
"PLIN1","DOID.811"
"POLG","DOID.811"
"PPARG","DOID.811"
"RETN","DOID.811"
"RARB","DOID.811"
"RBP4","DOID.811"
"CCL2","DOID.811"
"SLC28A3","DOID.811"
"SLC16A2","DOID.811"
"TNF","DOID.811"
"C3","DOID.811"
"NR0B2","DOID.811"
"LMNB2","DOID.811"
"CAV1","DOID.811"
"SLC28A2","DOID.811"
"SLC28A1","DOID.811"
"ADIPOQ","DOID.811"
"SPTLC1","DOID.11504"
"DNMT1","DOID.11504"
"GAST","DOID.11504"
NA,"DOID.11504"
"NGF","DOID.11504"
"NPY","DOID.11504"
"NTRK1","DOID.11504"
"RETREG1","DOID.11504"
"PPY","DOID.11504"
"WNK1","DOID.11504"
"SPTLC2","DOID.11504"
"SPTLC1","DOID.574"
"ACE","DOID.574"
"GJB1","DOID.574"
"HFE","DOID.574"
"IFNG","DOID.574"
"IL10","DOID.574"
"ITGB3","DOID.574"
"KARS","DOID.574"
"LMNA","DOID.574"
"MME","DOID.574"
"MMP9","DOID.574"
"MPZ","DOID.574"
"ND2","DOID.574"
"NAB1","DOID.574"
"NAB2","DOID.574"
"POLG","DOID.574"
"PRPS1","DOID.574"
"XRCC3","DOID.574"
"SH3TC2","DOID.574"
"MYOT","DOID.574"
"MFN2","DOID.574"
"CEL","DOID.4988"
"GSTP1","DOID.4988"
"HSPA1B","DOID.4988"
"IFNG","DOID.4988"
"IL10","DOID.4988"
"PRSS3","DOID.4988"
"CCL2","DOID.4988"
"SOD2","DOID.4988"
"SPINK1","DOID.4988"
"TNF","DOID.4988"
"CD14","DOID.4988"
"SLC19A2","DOID.10915"
"SLC19A2","DOID.13382"
"DHFR","DOID.13382"
"TCN2","DOID.13382"
"AMN","DOID.13382"
"CXCL13","DOID.1002"
"CXCL1","DOID.1002"
"SELE","DOID.1002"
"CXCL13","DOID.3234"
"LRP2","DOID.3234"
"MMP7","DOID.3234"
"MT1A","DOID.3234"
"MT2A","DOID.3234"
"SERPINC1","DOID.3234"
"PTGS2","DOID.3234"
"CXCL12","DOID.3234"
"CARD11","DOID.3234"
"CXCL13","DOID.3275"
"CTLA4","DOID.3275"
"ESR1","DOID.3275"
"GAPDH","DOID.3275"
"PTPN22","DOID.3275"
"ABL2","DOID.3275"
"XIAP","DOID.3275"
"IL12B","DOID.3275"
"AQP4","DOID.3275"
"LAMP1","DOID.3275"
"LAMP2","DOID.3275"
"LY75","DOID.3275"
NA,"DOID.3275"
"MMP2","DOID.3275"
"MMP9","DOID.3275"
"NOTCH1","DOID.3275"
"ZBTB7B","DOID.3275"
"DPYSL5","DOID.3275"
"PTEN","DOID.3275"
"SLC2A1","DOID.3275"
"NKX2-1","DOID.3275"
"TTN","DOID.3275"
"DAP3","DOID.3275"
"FOXN1","DOID.3275"
"TNS4","DOID.3275"
"RUNX3","DOID.3275"
"VNN2","DOID.3275"
"CXCL13","DOID.437"
"TNFSF13B","DOID.437"
"CHRNE","DOID.437"
"CTLA4","DOID.437"
"CTSV","DOID.437"
"ESR1","DOID.437"
"ESR2","DOID.437"
"FCGR2A","DOID.437"
"MYAS1","DOID.437"
"PTPN22","DOID.437"
"CXCR3","DOID.437"
"DOK7","DOID.437"
"NR3C1","DOID.437"
"DONSON","DOID.437"
"GZMB","DOID.437"
"HLA-DQA1","DOID.437"
"HLA-DQB1","DOID.437"
"HLA-DRA","DOID.437"
"HLA-E","DOID.437"
"IL6","DOID.437"
"IL6ST","DOID.437"
"IL10","DOID.437"
